Incident Number,Area,Completed Incident Date,Land Type,Waste Type,Incident Size,Overall Environmental Impact
538151530899,Hertfordshire and North London,6/6/2019,Commercial / Industrial,construction/demolition/excavation,significant/multiple loads,3
138151532295,Hertfordshire and North London,6/6/2019,Commercial / Industrial,other commercial waste,significant/multiple loads,3
438151632493,Yorkshire,6/6/2019,Watercourse / Bank,construction/demolition/excavation,significant/multiple loads,3
13170430103,East Anglia,6/6/2019,Watercourse / Bank,vehicle parts,car boot load or less,4
19170699309,North East,6/10/2019,Commercial / Industrial,"chemical drums, oil or fuel",other single item,3
14170469604,East Midlands,6/10/2019,Private - Residential,white goods,significant/multiple loads,3
33815830967,Kent South London and East Sussex,6/11/2019,Footpath / Bridleway,other commercial waste,significant/multiple loads,3
238151129709,Thames,6/12/2019,Council Land,construction/demolition/excavation,tipper lorry load,3
18170425908,Lincolnshire and Northamptonshire,6/12/2019,Watercourse / Bank,construction/demolition/excavation,car boot load or less,3
138141532886,Hertfordshire and North London,6/12/2019,Commercial / Industrial,construction/demolition/excavation,significant/multiple loads,3
21169051111,Thames,6/13/2019,Council Land,other commercial waste,significant/multiple loads,3
21169133311,Thames,6/13/2019,Highway,other commercial waste,significant/multiple loads,2
21169188611,Thames,6/13/2019,Commercial / Industrial,other commercial waste,significant/multiple loads,3
138201126970,Thames,6/17/2019,Railway,construction/demolition/excavation,significant/multiple loads,3
17169655007,Kent South London and East Sussex,6/17/2019,Highway,construction/demolition/excavation,significant/multiple loads,3
21169782111,Thames,6/17/2019,Highway,construction/demolition/excavation,significant/multiple loads,3
17169772307,Kent South London and East Sussex,6/18/2019,Footpath / Bridleway,construction/demolition/excavation,significant/multiple loads,3
16169895806,Hertfordshire and North London,6/18/2019,Highway,construction/demolition/excavation,significant/multiple loads,3
238161127629,Thames,6/18/2019,Footpath / Bridleway,construction/demolition/excavation,significant/multiple loads,3
21170290111,Thames,6/18/2019,Watercourse / Bank,"chemical drums, oil or fuel",other single item,3
16169306406,Hertfordshire and North London,6/18/2019,Commercial / Industrial,other commercial waste,significant/multiple loads,3
21170546311,Thames,6/18/2019,Footpath / Bridleway,construction/demolition/excavation,significant/multiple loads,3
21170546611,Thames,6/18/2019,Footpath / Bridleway,construction/demolition/excavation,significant/multiple loads,3
21170546711,Thames,6/18/2019,Footpath / Bridleway,construction/demolition/excavation,significant/multiple loads,3
16168476106,Hertfordshire and North London,6/19/2019,Highway,other commercial waste,tipper lorry load,3
538161830084,Thames,6/19/2019,Highway,other commercial waste,significant/multiple loads,3
38181535452,Hertfordshire and North London,6/19/2019,Commercial / Industrial,other house hold waste,significant/multiple loads,3
22171158012,Wessex,6/20/2019,Commercial / Industrial,"chemical drums, oil or fuel",car boot load or less,3
12170943002,"Devon, Cornwall and the Isles of Scilly",6/20/2019,Private - Residential,construction/demolition/excavation,small van load,3
22171184912,Wessex,6/21/2019,Footpath / Bridleway,"chemical drums, oil or fuel",small van load,4
14171184704,East Midlands,6/26/2019,Watercourse / Bank,black bags - house hold,car boot load or less,3
38151233437,Cumbria and Lancashire,6/26/2019,Commercial / Industrial,tyres,significant/multiple loads,3
19171020409,North East,6/27/2019,Council Land,"chemical drums, oil or fuel",transit van load,3
16171188106,Hertfordshire and North London,6/28/2019,Watercourse / Bank,other house hold waste,other single item,3
438181532964,Hertfordshire and North London,6/28/2019,Private - Residential,construction/demolition/excavation,significant/multiple loads,3
16171425006,Hertfordshire and North London,7/1/2019,Private - Residential,vehicle parts,significant/multiple loads,3
38160928813,East Anglia,7/2/2019,Commercial / Industrial,construction/demolition/excavation,tipper lorry load,3
19170212109,North East,7/3/2019,Private - Residential,other house hold waste,transit van load,3
20171519510,Solent and South Downs,7/3/2019,Agricultural,white goods,tipper lorry load,3
24171164314,Yorkshire,7/3/2019,Watercourse / Bank,construction/demolition/excavation,small van load,3
18169847008,Lincolnshire and Northamptonshire,7/3/2019,Watercourse / Bank,"chemical drums, oil or fuel",small van load,2
18171536508,Lincolnshire and Northamptonshire,7/4/2019,Highway,asbestos,small van load,3
20171561010,Solent and South Downs,7/4/2019,Other (Unidentified),"chemical drums, oil or fuel",other single item,4
22171502912,Wessex,7/4/2019,Footpath / Bridleway,"chemical drums, oil or fuel",other single item,3
23171664213,West Midlands,7/8/2019,Other (Unidentified),tyres,tipper lorry load,3
22171668512,Wessex,7/8/2019,Watercourse / Bank,tyres,car boot load or less,3
538161827395,Hertfordshire and North London,7/9/2019,Other (Unidentified),other (unidentified),significant/multiple loads,3
16169304906,Hertfordshire and North London,7/9/2019,Other (Unidentified),other (unidentified),significant/multiple loads,3
21171134811,Thames,7/9/2019,Highway,other commercial waste,tipper lorry load,3
16171688606,Hertfordshire and North London,7/9/2019,Watercourse / Bank,other (unidentified),transit van load,3
38171334673,"Devon, Cornwall and the Isles of Scilly",7/9/2019,Council Land,other commercial waste,small van load,3
21171606811,Thames,7/10/2019,Highway,"chemical drums, oil or fuel",transit van load,3
19171110209,North East,7/10/2019,Footpath / Bridleway,"chemical drums, oil or fuel",other single item,3
14170736204,East Midlands,7/15/2019,Other (Unidentified),other house hold waste,transit van load,4
21167779911,Thames,7/16/2019,Commercial / Industrial,other commercial waste,significant/multiple loads,3
20171685310,Solent and South Downs,7/16/2019,Watercourse / Bank,construction/demolition/excavation,car boot load or less,3
24171889814,Yorkshire,7/17/2019,Watercourse / Bank,asbestos,car boot load or less,3
16171952106,Hertfordshire and North London,7/18/2019,Watercourse / Bank,other commercial waste,other single item,3
14170099904,East Midlands,7/19/2019,Highway,other commercial waste,tipper lorry load,3
138151532648,Hertfordshire and North London,7/19/2019,Commercial / Industrial,other house hold waste,significant/multiple loads,3
538151531945,Hertfordshire and North London,7/19/2019,Commercial / Industrial,other house hold waste,significant/multiple loads,3
338181526026,Hertfordshire and North London,7/19/2019,Commercial / Industrial,other house hold waste,significant/multiple loads,3
13172225603,East Anglia,7/25/2019,Watercourse / Bank,vehicle parts,other single item,3
12170752902,"Devon, Cornwall and the Isles of Scilly",7/26/2019,Private - Residential,other house hold waste,transit van load,3
14172262604,East Midlands,7/26/2019,Watercourse / Bank,"chemical drums, oil or fuel",other single item,3
16169839906,Hertfordshire and North London,7/29/2019,Private - Residential,construction/demolition/excavation,tipper lorry load,3
18170205608,Lincolnshire and Northamptonshire,7/30/2019,Private - Residential,other commercial waste,small van load,3
138161731982,Wessex,8/1/2019,Commercial / Industrial,black bags - house hold,significant/multiple loads,2
16172531506,Hertfordshire and North London,8/1/2019,Council Land,"chemical drums, oil or fuel",other single item,4
23172463913,West Midlands,8/6/2019,Council Land,asbestos,tipper lorry load,3
18165048208,Lincolnshire and Northamptonshire,8/7/2019,Commercial / Industrial,vehicle parts,tipper lorry load,3
238161327951,Thames,8/7/2019,Commercial / Industrial,other commercial waste,significant/multiple loads,3
13171009803,East Anglia,8/13/2019,Watercourse / Bank,"chemical drums, oil or fuel",small van load,4
13171912603,East Anglia,8/13/2019,Agricultural,construction/demolition/excavation,significant/multiple loads,3
11172281901,Cumbria and Lancashire,8/14/2019,Footpath / Bridleway,other (unidentified),single black bag,3
13172945003,East Anglia,8/14/2019,Agricultural,"chemical drums, oil or fuel",small van load,4
538191532130,Hertfordshire and North London,8/14/2019,Council Land,other house hold waste,significant/multiple loads,3
138171532326,Hertfordshire and North London,8/14/2019,Commercial / Industrial,construction/demolition/excavation,significant/multiple loads,3
21172798611,Thames,8/15/2019,Commercial / Industrial,other house hold waste,significant/multiple loads,3
16172983506,Hertfordshire and North London,8/16/2019,Watercourse / Bank,"chemical drums, oil or fuel",other single item,3
22173028412,Wessex,8/18/2019,Watercourse / Bank,"chemical drums, oil or fuel",other single item,3
22167903112,Wessex,8/20/2019,Commercial / Industrial,"chemical drums, oil or fuel",other single item,3
17170073307,Kent South London and East Sussex,8/20/2019,Commercial / Industrial,other commercial waste,significant/multiple loads,3
17171750007,Kent South London and East Sussex,8/20/2019,Watercourse / Bank,other house hold waste,single black bag,3
138181531711,Hertfordshire and North London,8/22/2019,Council Land,other commercial waste,significant/multiple loads,3
22173178612,Wessex,8/23/2019,Watercourse / Bank,other commercial waste,other single item,3
16172719406,Hertfordshire and North London,8/28/2019,Commercial / Industrial,other house hold waste,small van load,4
138161525866,Hertfordshire and North London,8/29/2019,Private - Residential,other house hold waste,significant/multiple loads,3
338161526064,Hertfordshire and North London,8/29/2019,Council Land,other house hold waste,significant/multiple loads,2
138161530707,Hertfordshire and North London,8/30/2019,Private - Residential,other house hold waste,significant/multiple loads,3
138171527559,Hertfordshire and North London,9/3/2019,Private - Residential,construction/demolition/excavation,significant/multiple loads,3
22173521212,Wessex,9/4/2019,Watercourse / Bank,"chemical drums, oil or fuel",other single item,4
23173523213,West Midlands,9/5/2019,Agricultural,other commercial waste,significant/multiple loads,3
16172876606,Hertfordshire and North London,9/10/2019,Other (Unidentified),construction/demolition/excavation,significant/multiple loads,2
20172128110,Solent and South Downs,9/11/2019,Commercial / Industrial,black bags - house hold,transit van load,3
24173735414,Yorkshire,9/12/2019,Commercial / Industrial,"chemical drums, oil or fuel",small van load,4
137151240053,Cumbria and Lancashire,9/12/2019,Highway,other commercial waste,transit van load,2
23171708213,West Midlands,9/13/2019,Watercourse / Bank,green,other single item,3
22173055612,Wessex,9/13/2019,Watercourse / Bank,green,small van load,3
16173804406,Hertfordshire and North London,9/16/2019,Private - Residential,asbestos,transit van load,4
19172874209,North East,9/17/2019,Commercial / Industrial,"chemical drums, oil or fuel",transit van load,3
11173633101,Cumbria and Lancashire,9/18/2019,Agricultural,black bags - commercial,transit van load,3
16173911106,Hertfordshire and North London,9/18/2019,Private - Residential,"chemical drums, oil or fuel",small van load,3
13172467703,East Anglia,9/19/2019,Council Land,tyres,transit van load,3
13173598403,East Anglia,9/19/2019,Watercourse / Bank,animal carcass,car boot load or less,3
17173920707,Kent South London and East Sussex,9/19/2019,Commercial / Industrial,other commercial waste,small van load,4
16173502506,Hertfordshire and North London,9/23/2019,Commercial / Industrial,other commercial waste,significant/multiple loads,3
15174111205,Greater Manchester Merseyside and Cheshire,9/25/2019,Watercourse / Bank,other (unidentified),small van load,3
22173167712,Wessex,9/25/2019,Highway,other house hold waste,small van load,3
22171869812,Wessex,9/26/2019,Watercourse / Bank,other house hold waste,other single item,4
17161692407,Kent South London and East Sussex,9/27/2019,Commercial / Industrial,black bags - commercial,significant/multiple loads,3
16171422506,Hertfordshire and North London,9/27/2019,Watercourse / Bank,"chemical drums, oil or fuel",car boot load or less,3
21174194111,Thames,9/29/2019,Other (Unidentified),other (unidentified),single black bag,4
14173885304,East Midlands,10/1/2019,Footpath / Bridleway,other commercial waste,transit van load,3
16171453206,Hertfordshire and North London,10/1/2019,Watercourse / Bank,"chemical drums, oil or fuel",other single item,3
138150932347,Hertfordshire and North London,10/3/2019,Highway,white goods,transit van load,3
17173667607,Kent South London and East Sussex,10/4/2019,Agricultural,other commercial waste,tipper lorry load,3
13174453103,East Anglia,10/8/2019,Commercial / Industrial,asbestos,tipper lorry load,3
16171703106,Hertfordshire and North London,10/9/2019,Watercourse / Bank,other (unidentified),single black bag,3
